adenosine triphosphate	P2RY13	
adenosine triphosphate	MAPKAPK2	
adenosine triphosphate	MAP3K7	
adenosine triphosphate	P2RX4	
adenosine triphosphate	GPR17	
adenosine triphosphate	P2RX3	
adenosine triphosphate	TRAP1	
adenosine triphosphate	HSPA8	
adenosine triphosphate	HSPA1A	
adenosine triphosphate	JAK2	
adenosine phosphate	FBP1	
adenosine phosphate	SRC	
adenosine phosphate	TRPM2	
adenosine phosphate	TRPM4	
adenosine phosphate	LDHA	
adenosine phosphate	DNPH1	
adinazolam	TSPO	
agomelatine	HTR2A	
agomelatine	HTR2B	
agomelatine	HTR2C	
agomelatine	MTNR1A	
agomelatine	MTNR1B	
ajmaline	SCN5A	
ajmaline	CYP2D6	
ajmaline	KCND3	
ajmaline	KCNA5	
alacepril	ACE	
salbutamol	ADRB1	
salbutamol	ADRB2	
alclofenac	PTGS2	
alclofenac	PTGS1	
alcuronium	CHRM1	
alcuronium	CHRM2	
alcuronium	CHRM3	
alcuronium	CHRM4	
alcuronium	CHRNA2	
alcuronium	CHRNA7	
aldosterone	NR3C2	
aldosterone	SERPINA6	
aldosterone	SHBG	
alendronic acid	FDPS	
alendronic acid	FNTB	
alexidine	TLR9	
alexidine	PTPMT1	
alfentanil	OPRM1	
alfentanil	ABCB1	
alfuzosin	ADRA1A	
alfuzosin	ADRA1D	
alfuzosin	ADRA1B	
alfuzosin	ACHE	
alfuzosin	SLC22A1	
aliskiren	CYP3A4	
aliskiren	ABCB1	
aliskiren	REN	
alizapride	DRD2	
alizapride	ADRA2C	
allopurinol	XDH	
allopurinol	HPRT1	
almotriptan	HTR1B	
almotriptan	HTR1D	
almotriptan	HTR1F	
alosetron	KCNH2	
alosetron	HTR2B	
alosetron	HTR3A	
alosetron	CYP1A2	
alfacalcidol	SLC6A2	
alfacalcidol	VDR	
alfaxalone	SLC6A1	
alpidem	TSPO	
alpidem	ABCB11	
alpidem	TSPO	
alpidem	GABRA1	
alprazolam	CYP3A4	
alprazolam	PTAFR	
alprazolam	BRD4	
alprenolol	HTR1A	
alprenolol	HTR2A	
alprenolol	ADRB3	
alprenolol	HTR1A	
alprenolol	ADRB1	
alprenolol	ADRB2	
alprostadil	PTGER1	
alprostadil	PTGER3	
alprostadil	PTGIR	
alprostadil	PTGER2	
alprostadil	PTGER4	
alprostadil	PTGDR	
alprostadil	CATSPER1	
alprostadil	CATSPER2	
alprostadil	CATSPER3	
alprostadil	CATSPER4	
altretamine	CYP1A2	
alvimopan	OPRM1	
alvimopan	OPRK1	
alvimopan	OPRD1	
amantadine	SIGMAR1	
amantadine	SLC47A1	
ambenonium	ACHE	
ambroxol	SLC6A4	
ambroxol	CYP2D6	
ambroxol	SCN10A	
ambroxol	GBA1	
amcinonide	NR3C1	
amifostine	DRD3	
amifostine	ALPL	
amiloride	SCNN1A	
amiloride	PLAU	
amiloride	ADORA2A	
amiloride	MAOA	
amiloride	SLC9A1	
amiloride	SLC22A1	
amiloride	ASIC2	
amiloride	ASIC1	
amiloride	ASIC3	
amiloride	SLC9A5	
aminoacridine	NQO2	
aminoacridine	NQO2	
aminocaproic acid	PLG	
aminocaproic acid	PLAT	
aminoglutethimide	CYP19A1	
aminoglutethimide	TBXAS1	
aminoglutethimide	CYP11A1	
aminohippuric acid	SLC22A6	
aminophenazone	PTGS2	
aminophenazone	PTGS1	
aminophenazone	NAPRT	
aminopicoline	NOS2	
aminoquinuride	MMP9	
aminoquinuride	MMP1	
amiodarone	ADRB1	
amiodarone	SCN5A	
amiodarone	OPRM1	
amiodarone	DRD1	
amiodarone	DRD2	
amiodarone	ADRA2A	
amiodarone	SIGMAR1	
amiodarone	THRA	
amiodarone	THRB	
amiodarone	KCNH2	
amiodarone	CYP3A4	
amiodarone	EBP	
amiodarone	ABCB1	
amiodarone	SLC6A4	
amiodarone	SLC6A2	
amiodarone	HTR2A	
amiodarone	HTR2B	
amiodarone	HTR2C	
amiodarone	HTR6	
amiodarone	ADRA2B	
amiodarone	DRD3	
amiodarone	HRH2	
amiodarone	CHRM1	
amiodarone	CHRM2	
amiodarone	CHRM3	
amiodarone	CHRM4	
amiodarone	CHRM5	
amiodarone	ADRB3	
amiodarone	SLC6A3	
amiodarone	ADORA3	
amiodarone	DRD4	
amiodarone	OPRK1	
amiodarone	OPRD1	
amiodarone	CYP2C9	
amiodarone	CACNA1H	
amiodarone	EDNRA	
amiodarone	SQLE	
amiodarone	FYN	
amiodarone	ERBB2	
amiodarone	FDFT1	
amiodarone	CCR2	
amiodarone	TACR2	
amiodarone	HCN4	
amiodarone	KCNA7	
amiodarone	BDKRB2	
amiodarone	MC4R	
amiodarone	MC5R	
amiodarone	MC3R	
amiodarone	CCR4	
amiodarone	THAP1	
amiodarone	PHF2	
amiodarone	KDM5A	
amiodarone	KDM7A	
amisulpride	ADRA2A	
amisulpride	HTR2A	
amisulpride	HTR2B	
amisulpride	HTR6	
amisulpride	HTR7	
amisulpride	HTR1B	
amisulpride	HTR1D	
amisulpride	ADRA2C	
amisulpride	DRD4	
amisulpride	DRD2	
amisulpride	DRD3	
amitriptyline	SCN5A	
amitriptyline	DRD1	
amitriptyline	DRD2	
amitriptyline	ADRA2A	
amitriptyline	SIGMAR1	
amitriptyline	KCNH2	
amitriptyline	SLC6A4	
amitriptyline	SLC6A2	
amitriptyline	HTR1A	
amitriptyline	HTR2A	
amitriptyline	HTR2B	
amitriptyline	HTR2C	
amitriptyline	HTR6	
amitriptyline	HTR7	
amitriptyline	ADRA1A	
amitriptyline	ADRA2B	
amitriptyline	DRD3	
amitriptyline	DRD5	
amitriptyline	HRH1	
amitriptyline	HRH2	
amitriptyline	HRH4	
amitriptyline	CHRM1	
amitriptyline	CHRM2	
amitriptyline	CHRM3	
amitriptyline	CHRM4	
amitriptyline	CHRM5	
amitriptyline	AOX1	
amitriptyline	ADRA2C	
amitriptyline	SCN2A	
amitriptyline	SCN9A	
amitriptyline	SLC6A3	
amitriptyline	ADRA1D	
amitriptyline	RET	
amitriptyline	NTRK1	
amitriptyline	SLC22A1	
amitriptyline	SLC22A2	
amitriptylinoxide	RET	
amlexanox	IKBKE	
amlexanox	TBK1	
amlexanox	GPR35	
amlodipine	ADRA2A	
amlodipine	HTR6	
amlodipine	ADRA1A	
amlodipine	AOX1	
amlodipine	ADRA2C	
amlodipine	SLC6A3	
amlodipine	ADRA1D	
amlodipine	ADRA1B	
amlodipine	CACNG1	
amlodipine	CACNA1C	
amlodipine	CA1	
amlodipine	CACNA2D1	
amlodipine	CACNA1D	
amlodipine	CACNA1H	
amlodipine	KCNK2	
amodiaquine	KCNH2	
amodiaquine	HNMT	
amodiaquine	HPSE	
amodiaquine	APP	
amoxapine	DRD1	
amoxapine	DRD2	
amoxapine	ADRA2A	
amoxapine	ABCB1	
amoxapine	SLC6A4	
amoxapine	SLC6A2	
amoxapine	HTR1A	
amoxapine	HTR2A	
amoxapine	HTR2B	
amoxapine	HTR2C	
amoxapine	HTR6	
amoxapine	HTR7	
amoxapine	ADRA2B	
amoxapine	DRD3	
amoxapine	HRH1	
amoxapine	CHRM1	
amoxapine	CHRM2	
amoxapine	CHRM3	
amoxapine	CHRM4	
amoxapine	CHRM5	
amoxapine	ADRA2C	
amoxapine	SLC6A3	
amoxapine	CYP2D6	
amoxapine	DRD4	
amoxapine	ADRA1D	
amoxapine	HTR3A	
amoxapine	SLC6A5	
amoxicillin	HTR2A	
amoxicillin	HTR2B	
amoxicillin	HTR2C	
amperozide	FAAH	
amperozide	HTR6	
amfetamine	ADRA2A	
amfetamine	SLC6A4	
amfetamine	SLC6A2	
amfetamine	ADRA1A	
amfetamine	SLC6A3	
amfetamine	CARTPT	
amfetamine	TAAR1	
ampicillin	TEK	
ampicillin	TRPM4	
amprenavir	CYP3A4	
amprenavir	TBXAS1	
amprenavir	CTSD	
amrinone	PDE3A	
amrinone	TTK	
amrinone	PDE3B	
amsacrine	KCNH2	
amsacrine	CYP2D6	
amsacrine	TOP2A	
amsacrine	TOP1MT	
amsacrine	TOP1	
amsacrine	TOP2B	
amsacrine	SLC22A1	
anagrelide	PDE3A	
anagrelide	PDE2A	
anastrozole	CYP19A1	
androisoxazole	AR	
androstenediol	ESR1	
androstenediol	AR	
androstenediol	ESR2	
androstenediol	SERPINA6	
androstenediol	SHBG	
androstenedione	CYP19A1	
androstenedione	SERPINA6	
androstenedione	SHBG	
androstenedione	HSD17B3	
anecortave	SERPINE1	
anhydrovinblastine	ABCB1	
anhydrovinblastine	ABCC2	
anhydrovinblastine	ABCC1	
anhydrovinblastine	ABCC10	
anhydrovinblastine	TUBB4B	
anileridine	OPRM1	
anisindione	GGCX	
octatropine methylbromide	CHRM1	
octatropine methylbromide	CHRM3	
antazoline	HRH1	
dithranol	ALOX12B	
dithranol	SIRT5	
dithranol	HPN	
apomorphine	DRD1	
apomorphine	DRD2	
apomorphine	ADRA2A	
apomorphine	HTR1A	
apomorphine	HTR2A	
apomorphine	HTR2B	
apomorphine	HTR2C	
apomorphine	ADRA1A	
apomorphine	ADRA2B	
apomorphine	DRD3	
apomorphine	DRD5	
apomorphine	HTR1B	
apomorphine	HTR1D	
apomorphine	ADRA2C	
apomorphine	DRD4	
apomorphine	ADRA1D	
apomorphine	ADRA1B	
apomorphine	SLC22A1	
apomorphine	TRPA1	
apomorphine	MPI	
apomorphine	MDM2	
apraclonidine	ADRA2A	
apraclonidine	ADRA2B	
apraclonidine	ADRA2C	
aprepitant	CYP3A4	
aprepitant	TACR1	
aprepitant	TACR3	
aprindine	SCN5A	
aprindine	KCNH2	
aprindine	CYP2D6	
aprindine	PSMA1	
aprindine	SLC8A1	
aprindine	HCN4	
arbutamine	ADRB1	
argatroban	F2	
argatroban	F10	
argatroban	PLAT	
aripiprazole	ADRB1	
aripiprazole	ADRB2	
aripiprazole	DRD1	
aripiprazole	DRD2	
aripiprazole	ADRA2A	
aripiprazole	KCNH2	
aripiprazole	ABCB1	
aripiprazole	SLC6A4	
aripiprazole	SLC6A2	
aripiprazole	HTR2A	
aripiprazole	HTR2B	
aripiprazole	HTR2C	
aripiprazole	HTR6	
aripiprazole	HTR7	
aripiprazole	ADRA1A	
aripiprazole	ADRA2B	
aripiprazole	DRD3	
aripiprazole	DRD5	
aripiprazole	HRH1	
aripiprazole	CHRM1	
aripiprazole	CHRM2	
aripiprazole	CHRM3	
aripiprazole	CHRM4	
aripiprazole	CHRM5	
aripiprazole	HTR1B	
aripiprazole	HTR1D	
aripiprazole	ADRA2C	
aripiprazole	SLC6A3	
aripiprazole	DRD4	
aripiprazole	HTR3A	
aripiprazole	ADRA1B	
aripiprazole	HTR5A	
aripiprazole	HTR1E	
aripiprazole	H1-0	
aripiprazole	HTR1A	
arsenic trioxide	KCNH2	
arsenic trioxide	TXNRD1	
astemizole	SLC28A1	
astemizole	ADRB1	
astemizole	OPRM1	
astemizole	DRD1	
astemizole	DRD2	
astemizole	ADRA2A	
astemizole	SIGMAR1	
astemizole	KCNH2	
astemizole	CYP3A4	
astemizole	ABCB1	
astemizole	SLC6A4	
astemizole	SLC6A2	
astemizole	HTR1A	
astemizole	HTR2A	
astemizole	HTR2B	
astemizole	HTR2C	
astemizole	HTR6	
astemizole	ADRA2B	
astemizole	DRD3	
astemizole	HRH2	
astemizole	HRH4	
astemizole	CHRM1	
astemizole	CHRM2	
astemizole	CHRM3	
astemizole	CHRM4	
astemizole	CHRM5	
astemizole	ADRB3	
astemizole	ADRA2C	
astemizole	SLC6A3	
astemizole	ADORA3	
astemizole	DRD4	
astemizole	ADRA1D	
astemizole	HTR3A	
astemizole	OPRK1	
astemizole	ABCG2	
astemizole	GLRA1	
astemizole	OPRD1	
astemizole	SSTR5	
astemizole	EGFR	
astemizole	TACR1	
astemizole	LCK	
astemizole	FYN	
astemizole	ERBB2	
astemizole	TACR2	
astemizole	KCNH1	
astemizole	MC4R	
astemizole	MC5R	
astemizole	MC3R	
astemizole	SLC47A1	
astemizole	EED	
astemizole	HLA-A	
astemizole	TMEM97	
astemizole	HRH1	
asulacrine	TOP2A	
atazanavir	CYP3A4	
atazanavir	ABCB1	
atazanavir	CYP2C9	
atazanavir	CYP1A2	
atazanavir	UGT1A1	
atenolol	ADRB1	
atenolol	ADRB2	
atenolol	ADORA3	
atomoxetine	KCNH2	
atomoxetine	SLC6A4	
atomoxetine	SLC6A2	
atomoxetine	SLC6A3	
atomoxetine	CYP2D6	
atomoxetine	KCNJ6	
atomoxetine	KLF10	
atorvastatin	NR1I3	
atorvastatin	CYP3A4	
atorvastatin	HMGCR	
atorvastatin	HDAC2	
atorvastatin	HDAC1	
atorvastatin	HDAC6	
atovaquone	DHODH	
atracurium	CHRNA2	
atracurium	CHRNA7	
atracurium	CHRNA3	
atracurium	CHRNA4	
atropine	ADRA2A	
atropine	HTR2A	
atropine	HTR2C	
atropine	HRH1	
atropine	CHRM1	
atropine	CHRM2	
atropine	CHRM3	
atropine	CHRM4	
atropine	CHRM5	
atropine	ADRA1D	
atropine	SLC22A1	
azapropazone	PTGS1	
azapropazone	XDH	
azasetron	HTR3A	
azatadine	HRH1	
azathioprine	ABCG2	
azathioprine	ABCC5	
azathioprine	ABCC4	
azathioprine	RAC1	
azathioprine	TPMT	
azelaic acid	SRD5A2	
azelastine	KCNH2	
azelastine	ABCB1	
azelastine	HTR2B	
azelastine	HTR2C	
azelastine	ADRA1A	
azelastine	HRH1	
azelastine	CHRM1	
azelastine	ADRA1B	
azelastine	HRH3	
azimilide	KCNH2	
azithromycin	KCNH2	
azithromycin	ABCB1	
azithromycin	ABCC2	
azithromycin	MLNR	
bacitracin	EGFR	
bacitracin	LCK	
baclofen	ADORA3	
balsalazide	PTGS2	
balsalazide	PTGS1	
balsalazide	ALOX5	
balsalazide	PPARG	
bambuterol	ADRB2	
bambuterol	CYP2D6	
bambuterol	ACHE	
bambuterol	BCHE	
bamipine	HRH1	
beclometasone dipropionate	NR3C1	
beclometasone dipropionate	IL5	
beclometasone dipropionate	NR3C2	
beclometasone dipropionate	PGR	
beclometasone dipropionate	MMP9	
beclometasone dipropionate	ADGRG3	
beclometasone dipropionate	PGR	
belotecan	TOP1	
benazepril	ACE	
bendamustine	HDAC2	
bendamustine	HDAC1	
bendamustine	HDAC3	
bendamustine	HDAC6	
bendamustine	HDAC8	
bendamustine	HDAC10	
bendroflumethiazide	CA2	
bendroflumethiazide	SLC12A3	
bendroflumethiazide	CA1	
bendroflumethiazide	CA4	
bendroflumethiazide	KCNMA1	
benoxaprofen	ALOX5	
benperidol	DRD2	
benperidol	SIGMAR1	
benperidol	KCNH2	
benperidol	HTR2A	
benperidol	DRD3	
benperidol	DRD4	
diphenidol	DRD2	
diphenidol	SIGMAR1	
diphenidol	HTR2A	
diphenidol	DRD3	
diphenidol	CHRM1	
diphenidol	CHRM2	
diphenidol	CHRM3	
diphenidol	CHRM4	
diphenidol	CHRM5	
diphenidol	CYP2D6	
benserazide	DDC	
benserazide	ESR2	
benserazide	HK2	
benzarone	SLC22A12	
benzarone	EYA3	
benzbromarone	HTR2B	
benzbromarone	ADORA3	
benzbromarone	ABCC1	
benzbromarone	CYP2C9	
benzbromarone	AKR1C1	
benzbromarone	PTPN1	
benzbromarone	PDE4A	
benzbromarone	MAPK14	
benzbromarone	MAPK1	
benzbromarone	EYA2	
benzbromarone	EYA3	
benzbromarone	SLC22A12	
benziodarone	BIRC5	
benziodarone	EYA3	
benzocaine	SCN1A	
benzocaine	SCN2A	
benzocaine	SCN3A	
benzocaine	SCN4A	
benzocaine	SCN8A	
benzocaine	SCN9A	
benzocaine	SCN11A	
benzocaine	SCN10A	
benzocaine	SCN7A	
benzocaine	SCN5A	
benzonatate	SCN5A	
benzphetamine	ADRA2A	
benzphetamine	SLC6A2	
benzphetamine	ADRA1A	
benzphetamine	SLC18A2	
benzquinamide	PTGS2	
benzquinamide	DRD2	
benzquinamide	DRD3	
benzquinamide	DRD4	
benzquinamide	ADRA2A	
benzquinamide	ADRA2B	
benzquinamide	ADRA2C	
benzthiazide	CA2	
benzthiazide	SLC12A3	
benzthiazide	CA1	
benzthiazide	CA4	
benzthiazide	KCNMA1	
benzatropine	ADRA2A	
benzatropine	SIGMAR1	
benzatropine	SLC6A4	
benzatropine	SLC6A2	
benzatropine	HTR2A	
benzatropine	HTR2B	
benzatropine	HTR2C	
benzatropine	HTR6	
benzatropine	ADRA2B	
benzatropine	DRD3	
benzatropine	HRH1	
benzatropine	HRH2	
benzatropine	CHRM1	
benzatropine	CHRM2	
benzatropine	CHRM3	
benzatropine	CHRM4	
benzatropine	CHRM5	
benzatropine	ADRA2C	
benzatropine	SLC6A3	
benzatropine	ADRA1D	
benzatropine	SLC6A19	
bepotastine	HRH1	
bepridil	SCN5A	
bepridil	KCNH2	
bepridil	CACNA1A	
bepridil	CACNA1H	
bepridil	KCNQ4	
bepridil	HCN4	
bepridil	CACNA1C	
bepridil	CACNA1D	
beraprost	PTGER3	
beraprost	PTGER4	
beraprost	PTGIR	
betahistine	HRH3	
betamethasone	NR3C1	
betamethasone	ANXA1	
betamethasone acetate	NR3C1	
betamethasone benzoate	NR3C1	
betamethasone dipropionate	NR3C1	
betamethasone valerate	NR3C1	
betamipron	SLC22A6	
betamipron	SLC22A8	
betaxolol	ADRB1	
betaxolol	ADRB2	
betazole	HRH2	
bethanechol	CHRM1	
bethanechol	CHRM2	
bethanechol	CHRM3	
bethanechol	CHRM4	
betanidine	SLC6A2	
bevantolol	ADRB1	
bexarotene	RARA	
bexarotene	PPARG	
bexarotene	RXRA	
bexarotene	RXRB	
bexarotene	RXRG	
bexarotene	RARB	
bexarotene	RARG	
bexarotene	CYP26A1	
bexarotene	CYP26B1	
bexarotene	NR1H2	
bexarotene	NR1H3	
bezafibrate	LPL	
bezafibrate	PPARA	
bezafibrate	PPARG	
bezafibrate	PPARD	
bezafibrate	FABP2	
bezafibrate	HMGCR	
bicalutamide	AR	
bicalutamide	CYP2C19	
bifemelane	L3MBTL1	
bifonazole	CYP3A4	
bifonazole	CYP17A1	
bifonazole	CYP51A1	
bifonazole	IDO1	
bimatoprost	AKR1C3	
bimatoprost	PTGFR	
biotin	IDE	
biperiden	CHRM1	
biperiden	CHRM2	
biperiden	CHRM3	
biperiden	CHRM4	
biperiden	CHRM5	
biperiden	CHRNA2	
bisacodyl	SLC6A3	
bisacodyl	OPRK1	
bisacodyl	CYP2C9	
bisantrene	NQO1	
bisoprolol	ADRB1	
bisoprolol	ADRB2	
bisoprolol	ADRB3	
bisulepine	HRH1	
bitolterol	ADRB2	
bivalirudin	F2	
blonanserin	SIGMAR1	
blonanserin	ADRA1A	
blonanserin	DRD2	
blonanserin	HTR2A	
bopindolol	HTR1A	
bopindolol	HTR2A	
bopindolol	HTR2B	
bopindolol	ADRB3	
bopindolol	CYP2D6	
bopindolol	ADRB1	
bopindolol	ADRB2	
bortezomib	CA2	
bortezomib	CA1	
bortezomib	CA4	
bortezomib	CA9	
bortezomib	CA12	
bortezomib	F2	
bortezomib	CA5A	
bortezomib	CA5B	
bortezomib	CA7	
bortezomib	CYP2C19	
bortezomib	PSMD1	
bortezomib	PSMA1	
bortezomib	ELANE	
bortezomib	CA3	
bortezomib	CA6	
bortezomib	CTSG	
bortezomib	CA14	
bortezomib	CMA1	
bortezomib	CTRB1	
bortezomib	PSMB8	
bortezomib	CTSA	
bortezomib	CA13	
bortezomib	PSMB1	
bortezomib	PSMB2	
bortezomib	PSMB5	
bortezomib	PSD	
bortezomib	PSMB9	
bortezomib	PSMB10	
bosentan	NR1I2	
bosentan	ABCB11	
bosentan	EDNRA	
bosentan	EDNRB	
bretylium	ADRB1	
bretylium	ADRB2	
bretylium	SLC6A2	
brimonidine	ADRA2A	
brimonidine	HTR1A	
brimonidine	ADRA1A	
brimonidine	ADRA2B	
brimonidine	ADRA2C	
brimonidine	ADRA1D	
brimonidine	ADRA1B	
brinzolamide	CA2	
brinzolamide	CA1	
brinzolamide	CA4	
brinzolamide	CA9	
brinzolamide	CA12	
brinzolamide	CA5A	
brinzolamide	CA5B	
brinzolamide	CA7	
brinzolamide	CA6	
brinzolamide	CA14	
brinzolamide	CA13	
brivudine	TK1	
bromfenac	PTGS2	
bromfenac	PTGS1	
bromhexine	SIGMAR1	
bromhexine	SLC6A4	
bromhexine	CYP2D6	
bromocriptine	ADRB1	
bromocriptine	ADRB2	
bromocriptine	DRD1	
bromocriptine	DRD2	
bromocriptine	ADRA2A	
bromocriptine	CYP3A4	
bromocriptine	HTR1A	
bromocriptine	HTR2A	
bromocriptine	HTR2B	
bromocriptine	HTR2C	
bromocriptine	HTR6	
bromocriptine	ADRA1A	
bromocriptine	ADRA2B	
bromocriptine	DRD3	
bromocriptine	DRD5	
bromocriptine	HTR1B	
bromocriptine	HTR1D	
bromocriptine	ADRA2C	
bromocriptine	DRD4	
bromocriptine	ADRA1D	
bromocriptine	ADRA1B	
bromazine	HRH1	
bromopride	DRD2	
bromopride	ACHE	
bromperidol	DRD1	
bromperidol	DRD2	
bromperidol	SIGMAR1	
bromperidol	ADRA1A	
bromperidol	DRD3	
bromperidol	HRH1	
bromperidol	CHRM1	
bromperidol	CHRM2	
bromperidol	CHRM3	
bromperidol	CHRM4	
bromperidol	CHRM5	
bromperidol	DRD4	
brompheniramine	KCNH2	
brompheniramine	HRH1	
brotizolam	PTAFR	
buclizine	HRH1	
budesonide	ABCB1	
budesonide	NR3C1	
budesonide	IL5	
budesonide	IFNG	
budesonide	NR3C2	
budesonide	PGR	
budesonide	MMP9	
budipine	KCNH2	
buflomedil	ADRA2A	
buflomedil	SIGMAR1	
buflomedil	EBP	
buflomedil	ADRA1A	
buflomedil	ADRA2C	
buflomedil	ADRA1D	
buflomedil	ADRA1B	
buflomedil	CACNG1	
bufuralol	ADRB1	
bufuralol	ADRB2	
bufuralol	ABCB1	
bufuralol	CYP2D6	
bumetanide	SLC12A1	
bumetanide	ATP1A1	
bumetanide	SLC12A2	
bumetanide	GPR35	
bunazosin	ADRA1A	
bunazosin	ADRA2B	
bunazosin	ADRA1B	
bunazosin	NQO2	
levobunolol	ADRB1	
levobunolol	ADRB2	
levobunolol	SIGMAR1	
levobunolol	SLC6A4	
levobunolol	HTR1A	
levobunolol	ADRB3	
bupivacaine	SCN5A	
bupivacaine	KCNH2	
bupivacaine	SCN1A	
bupivacaine	SCN4A	
bupivacaine	PTGER1	
bupivacaine	CYP2D6	
bupivacaine	HTR3A	
bupivacaine	KCND3	
bupivacaine	KCNA5	
bupivacaine	KCNK3	
bupivacaine	KCNK3	
bupranolol	ADRB1	
bupranolol	ADRB2	
bupranolol	ADRB3	
buprenorphine	OPRM1	
buprenorphine	KCNH2	
buprenorphine	OPRK1	
buprenorphine	OPRD1	
buprenorphine	OPRL1	
bupropion	SLC6A4	
bupropion	SLC6A2	
bupropion	ADRA1A	
bupropion	SLC6A3	
bupropion	CYP2D6	
bupropion	CHRNA7	
bupropion	CYP2C19	
buserelin	LHCGR	
buserelin	GNRHR	
buspirone	DRD2	
buspirone	SIGMAR1	
buspirone	KCNH2	
buspirone	CYP3A4	
buspirone	HTR1A	
buspirone	HTR2A	
buspirone	HTR2B	
buspirone	HTR2C	
buspirone	ADRA1A	
buspirone	DRD3	
buspirone	DRD4	
buspirone	ADRA1D	
buspirone	SLC22A2	
buspirone	SLC47A1	
buspirone	SLC47A2	
busulfan	MMP9	
butenafine	ADRA2A	
butenafine	SIGMAR1	
butenafine	SLC6A4	
butenafine	SLC6A2	
butenafine	CYP2D6	
butenafine	ACHE	
butorphanol	OPRM1	
butorphanol	OPRK1	
butorphanol	OPRD1	
butriptyline	SLC6A4	
butriptyline	SLC6A2	
butriptyline	SLC6A3	
scopolamine butylbromide	CHRM1	
scopolamine butylbromide	CHRM2	
scopolamine butylbromide	CHRM3	
scopolamine butylbromide	CHRM4	
cabergoline	DRD1	
cabergoline	DRD2	
cabergoline	ADRA2A	
cabergoline	HTR1A	
cabergoline	HTR2A	
cabergoline	HTR2B	
cabergoline	HTR2C	
cabergoline	ADRA1A	
cabergoline	ADRA2B	
cabergoline	DRD3	
cabergoline	DRD5	
cabergoline	HTR1B	
