GeneID1	GeneID2	PCC_severe	feature_type	PCC_severe_abs
AGT	C5	0.370837026195356	protein-protein	0.370837026195356
C4BPB	SERPINF2	0.342592233401091	protein-protein	0.342592233401091
C4BPB	C5	0.204229260742228	protein-protein	0.204229260742228
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
F10	NCAM1	0.371811274529105	protein-protein	0.371811274529105
F10	SERPINF2	0.21326547045084	protein-protein	0.21326547045084
FCGR3A	PROS1	0.217970938683932	protein-protein	0.217970938683932
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
LYZ	PROS1	0.205702731504044	protein-protein	0.205702731504044
VWF	PROS1	-0.113345887733113	protein-protein	0.113345887733113
SERPINA5	SERPINF2	-0.174167752392723	protein-protein	0.174167752392723
B2M	FCGR3A	0.302945083051108	protein-protein	0.302945083051108
LYZ	CD14	0.484418734271193	protein-protein	0.484418734271193
LYZ	B2M	0.665178750192232	protein-protein	0.665178750192232
C3	PROS1	-0.201711650678954	protein-protein	0.201711650678954
PLG	PROS1	-0.428113061187587	protein-protein	0.428113061187587
PLG	C3	0.17397969258827	protein-protein	0.17397969258827
KNG1	PROS1	0.131445866290254	protein-protein	0.131445866290254
KNG1	C3	-0.244795982669039	protein-protein	0.244795982669039
KNG1	PLG	0.20925947600779	protein-protein	0.20925947600779
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
C5	PROS1	0.387978974644774	protein-protein	0.387978974644774
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
CD14	SERPINF2	0.364657663898649	protein-protein	0.364657663898649
B2M	FCGR3A	0.302945083051108	protein-protein	0.302945083051108
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	C3	-0.159507978789932	protein-protein	0.159507978789932
AGT	KNG1	-0.207540932106922	protein-protein	0.207540932106922
FCGR3A	HLA-B	-0.281839623132947	protein-protein	0.281839623132947
KNG1	HLA-B	-0.198412147375592	protein-protein	0.198412147375592
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
CD14	HLA-C	0.374032812025275	protein-protein	0.374032812025275
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
B2M	HSPA5	-0.153477435015485	protein-protein	0.153477435015485
SERPINF2	PROS1	0.413731969143617	protein-protein	0.413731969143617
VWF	PROS1	-0.113345887733113	protein-protein	0.113345887733113
CD14	HLA-C	0.374032812025275	protein-protein	0.374032812025275
AGT	VWF	0.292456052301914	protein-protein	0.292456052301914
C3	HLA-B	0.275413091281678	protein-protein	0.275413091281678
KNG1	TTR	0.495714313321113	protein-protein	0.495714313321113
F10	SERPINF2	0.21326547045084	protein-protein	0.21326547045084
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
HLA-A	C3	0.397746795882867	protein-protein	0.397746795882867
SERPINA5	TTR	0.559403594830553	protein-protein	0.559403594830553
SERPINA5	SERPINF2	-0.174167752392723	protein-protein	0.174167752392723
AGT	F10	0.300069824723477	protein-protein	0.300069824723477
LYZ	HLA-B	0.390343706295413	protein-protein	0.390343706295413
LYZ	C4BPB	0.255242948957428	protein-protein	0.255242948957428
MB	LTF	-0.218949547157467	protein-protein	0.218949547157467
SERPINA5	LTF	-0.166390405857291	protein-protein	0.166390405857291
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
LYZ	HLA-C	0.223631050098996	protein-protein	0.223631050098996
LYZ	CD14	0.484418734271193	protein-protein	0.484418734271193
C4BPB	FCGR3A	0.174466663428905	protein-protein	0.174466663428905
C3	LTF	0.247923606640243	protein-protein	0.247923606640243
KNG1	MB	-0.110383463900288	protein-protein	0.110383463900288
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
C4BPB	HSPA5	-0.101130916768421	protein-protein	0.101130916768421
VWF	F10	0.25137992519935	protein-protein	0.25137992519935
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
KNG1	PLG	0.20925947600779	protein-protein	0.20925947600779
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
C5	TTR	0.139946873981526	protein-protein	0.139946873981526
CD14	F10	-0.141497289360724	protein-protein	0.141497289360724
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
C4BPB	C5	0.204229260742228	protein-protein	0.204229260742228
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
F10	SERPINF2	0.21326547045084	protein-protein	0.21326547045084
SERPINA5	KNG1	0.508841757397958	protein-protein	0.508841757397958
SERPINA5	SERPINF2	-0.174167752392723	protein-protein	0.174167752392723
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
C5	SERPINF2	0.310830045520619	protein-protein	0.310830045520619
C5	F10	0.339687416821844	protein-protein	0.339687416821844
CD14	SERPINF2	0.364657663898649	protein-protein	0.364657663898649
CD14	F10	-0.141497289360724	protein-protein	0.141497289360724
CD14	SERPINA5	-0.202848342086689	protein-protein	0.202848342086689
AGT	SERPINF2	0.373691802049088	protein-protein	0.373691802049088
C4BPB	SERPINF2	0.342592233401091	protein-protein	0.342592233401091
PLG	C3	0.17397969258827	protein-protein	0.17397969258827
KNG1	PLG	0.20925947600779	protein-protein	0.20925947600779
KNG1	TTR	0.495714313321113	protein-protein	0.495714313321113
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
AGT	C3	-0.159507978789932	protein-protein	0.159507978789932
AGT	C5	0.370837026195356	protein-protein	0.370837026195356
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
C5	F10	0.339687416821844	protein-protein	0.339687416821844
CD14	HLA-C	0.374032812025275	protein-protein	0.374032812025275
C4BPB	TTR	-0.158152865159268	protein-protein	0.158152865159268
PLG	C3	0.17397969258827	protein-protein	0.17397969258827
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
SERPINA5	PROS1	-0.18120421087499	protein-protein	0.18120421087499
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
KNG1	C3	-0.244795982669039	protein-protein	0.244795982669039
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
VWF	F10	0.25137992519935	protein-protein	0.25137992519935
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	C3	-0.159507978789932	protein-protein	0.159507978789932
AGT	KNG1	-0.207540932106922	protein-protein	0.207540932106922
AGT	C5	0.370837026195356	protein-protein	0.370837026195356
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
KNG1	C3	-0.244795982669039	protein-protein	0.244795982669039
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
VWF	F10	0.25137992519935	protein-protein	0.25137992519935
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	C3	-0.159507978789932	protein-protein	0.159507978789932
AGT	KNG1	-0.207540932106922	protein-protein	0.207540932106922
AGT	C5	0.370837026195356	protein-protein	0.370837026195356
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
HLA-B	HBA1	-0.301591535741975	protein-protein	0.301591535741975
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	HSPA5	0.276219373448195	protein-protein	0.276219373448195
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
KNG1	PLG	0.20925947600779	protein-protein	0.20925947600779
HSPA5	HLA-B	0.244093579866107	protein-protein	0.244093579866107
HSPA5	HLA-C	0.25780630239972	protein-protein	0.25780630239972
VWF	HSPA5	0.413902690888121	protein-protein	0.413902690888121
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	HSPA5	0.276219373448195	protein-protein	0.276219373448195
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
SERPINF2	PLG	-0.1632839304402	protein-protein	0.1632839304402
KNG1	PLG	0.20925947600779	protein-protein	0.20925947600779
AGT	PLG	-0.268678196119771	protein-protein	0.268678196119771
AGT	KNG1	-0.207540932106922	protein-protein	0.207540932106922
C4BPB	PROS1	0.763434251075226	protein-protein	0.763434251075226
LYZ	LTF	0.218650091722076	protein-protein	0.218650091722076
MB	HBA1	-0.111171789632892	protein-protein	0.111171789632892
HLA-A	HLA-B	0.327968083638721	protein-protein	0.327968083638721
SERPINA5	SERPINF2	-0.174167752392723	protein-protein	0.174167752392723
C5	C3	-0.256949691293529	protein-protein	0.256949691293529
B2M	HLA-C	0.2112935069225	protein-protein	0.2112935069225
AGT	SERPINF2	0.373691802049088	protein-protein	0.373691802049088
SERPINA3	A1BG	0.259677377691262	protein-protein	0.259677377691262
MBL2	SERPINA3	0.245758475327513	protein-protein	0.245758475327513
ANG	A1BG	-0.120505472212228	protein-protein	0.120505472212228
ANG	SERPINA3	-0.155485484863447	protein-protein	0.155485484863447
PROC	A1BG	-0.173325395910514	protein-protein	0.173325395910514
PROC	TF	0.171828867001358	protein-protein	0.171828867001358
CFI	PROC	0.127732704775873	protein-protein	0.127732704775873
ICAM1	SERPINE1	0.131929307854275	protein-protein	0.131929307854275
SERPINA3	A1BG	0.259677377691262	protein-protein	0.259677377691262
SERPINA3	SAA1	0.320061491100269	protein-protein	0.320061491100269
PROC	TF	0.171828867001358	protein-protein	0.171828867001358
PROC	ANG	0.188248078554677	protein-protein	0.188248078554677
ICAM1	NRP1	0.276461413537858	protein-protein	0.276461413537858
CFI	TF	0.122963904008899	protein-protein	0.122963904008899
CFI	APOL1	0.267316248426838	protein-protein	0.267316248426838
MBL2	HBB	0.253645207029894	protein-protein	0.253645207029894
SERPINE1	PROC	-0.289490074881402	protein-protein	0.289490074881402
SERPINA3	A1BG	0.259677377691262	protein-protein	0.259677377691262
SERPINA3	SAA1	0.320061491100269	protein-protein	0.320061491100269
ANG	A1BG	-0.120505472212228	protein-protein	0.120505472212228
ANG	SERPINA3	-0.155485484863447	protein-protein	0.155485484863447
PROC	TF	0.171828867001358	protein-protein	0.171828867001358
PROC	ANG	0.188248078554677	protein-protein	0.188248078554677
SERPINA3	SAA1	0.320061491100269	protein-protein	0.320061491100269
CFI	TF	0.122963904008899	protein-protein	0.122963904008899
CFI	SERPINA3	0.245126710159442	protein-protein	0.245126710159442
ICAM1	SERPINE1	0.131929307854275	protein-protein	0.131929307854275
MBL2	TF	-0.187868714153227	protein-protein	0.187868714153227
ANG	SERPINA3	-0.155485484863447	protein-protein	0.155485484863447
PROC	MBL2	-0.207115372467664	protein-protein	0.207115372467664
SERPINE1	PROC	-0.289490074881402	protein-protein	0.289490074881402
SERPINA3	APOL1	0.105160862453448	protein-protein	0.105160862453448
ANG	MBL2	-0.301470466007422	protein-protein	0.301470466007422
ANG	SERPINA3	-0.155485484863447	protein-protein	0.155485484863447
PROC	MBL2	-0.207115372467664	protein-protein	0.207115372467664
PROC	ANG	0.188248078554677	protein-protein	0.188248078554677
SERPINE1	PROC	-0.289490074881402	protein-protein	0.289490074881402
MBL2	TF	-0.187868714153227	protein-protein	0.187868714153227
PROC	MBL2	-0.207115372467664	protein-protein	0.207115372467664
SERPINE1	SAA1	-0.251505462849846	protein-protein	0.251505462849846
PROC	MBL2	-0.207115372467664	protein-protein	0.207115372467664
SERPINE1	ELANE	0.119983521363355	protein-protein	0.119983521363355
HBB	APOL1	-0.221561352059061	protein-protein	0.221561352059061
HBB	APOL1	-0.221561352059061	protein-protein	0.221561352059061
SERPINE1	ELANE	0.119983521363355	protein-protein	0.119983521363355
SERPINE1	ELANE	0.119983521363355	protein-protein	0.119983521363355
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
S100A8	CD163	0.282329955720767	protein-protein	0.282329955720767
S100A8	SERPINA1	0.30841750156106	protein-protein	0.30841750156106
S100A9	CD163	0.266501996033038	protein-protein	0.266501996033038
S100A9	SERPINA1	0.228841932173313	protein-protein	0.228841932173313
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
CAMP	HP	-0.179996008198605	protein-protein	0.179996008198605
SELENOP	CD163	-0.198474968984191	protein-protein	0.198474968984191
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
S100A8	HP	-0.178934657396362	protein-protein	0.178934657396362
S100A8	CAMP	0.293300991828325	protein-protein	0.293300991828325
S100A9	HP	-0.222085085595737	protein-protein	0.222085085595737
S100A9	CAMP	0.400091019790776	protein-protein	0.400091019790776
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
PRG4	PON1	0.222342001979135	protein-protein	0.222342001979135
S100A8	HP	-0.178934657396362	protein-protein	0.178934657396362
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
MRC1	BCHE	-0.246189702030471	protein-protein	0.246189702030471
GC	PON1	0.363675000049068	protein-protein	0.363675000049068
S100A8	SERPINA1	0.30841750156106	protein-protein	0.30841750156106
S100A9	SERPINA1	0.228841932173313	protein-protein	0.228841932173313
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
APOA1	SELENOP	0.254916092797145	protein-protein	0.254916092797145
CA2	S100A8	-0.146359633464848	protein-protein	0.146359633464848
FN1	CAMP	0.388108436096358	protein-protein	0.388108436096358
S100A9	HP	-0.222085085595737	protein-protein	0.222085085595737
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
S100A8	CD163	0.282329955720767	protein-protein	0.282329955720767
APOA1	BCHE	0.471934992485318	protein-protein	0.471934992485318
APOA1	PRG4	0.234617251602937	protein-protein	0.234617251602937
CA2	MRC1	-0.122797577241485	protein-protein	0.122797577241485
FN1	SERPINA1	-0.180800408740944	protein-protein	0.180800408740944
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
PRG4	BCHE	0.244958332934713	protein-protein	0.244958332934713
GC	HP	0.137675430746257	protein-protein	0.137675430746257
GC	PON1	0.363675000049068	protein-protein	0.363675000049068
F7	KLKB1	0.26964449393155	protein-protein	0.26964449393155
SERPINA1	HP	0.197639243719068	protein-protein	0.197639243719068
SERPINA1	F7	-0.163224152096532	protein-protein	0.163224152096532
APOA1	GC	0.186384879596237	protein-protein	0.186384879596237
SOD1	BCHE	-0.325945314897229	protein-protein	0.325945314897229
SOD1	GC	-0.324940309688405	protein-protein	0.324940309688405
SOD1	APOA1	-0.141759391087981	protein-protein	0.141759391087981
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
SELENOP	BCHE	0.146159281852751	protein-protein	0.146159281852751
KLKB1	BCHE	0.229390132103944	protein-protein	0.229390132103944
KLKB1	SELENOP	0.443978841404641	protein-protein	0.443978841404641
KLKB1	PON1	0.226280579665066	protein-protein	0.226280579665066
PRG4	HP	-0.178795137819568	protein-protein	0.178795137819568
GC	HP	0.137675430746257	protein-protein	0.137675430746257
GC	PRG4	0.188507069492651	protein-protein	0.188507069492651
S100A8	CAMP	0.293300991828325	protein-protein	0.293300991828325
APOA1	PRG4	0.234617251602937	protein-protein	0.234617251602937
CA2	PON1	-0.103310185273435	protein-protein	0.103310185273435
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
PON1	BCHE	0.405263910332922	protein-protein	0.405263910332922
S100A8	GC	-0.158062956846588	protein-protein	0.158062956846588
S100A9	CST3	0.137758008309466	protein-protein	0.137758008309466
S100A9	CA2	-0.193343774303904	protein-protein	0.193343774303904
PON1	HP	0.146631371960876	protein-protein	0.146631371960876
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
KLKB1	HP	-0.148415729286057	protein-protein	0.148415729286057
KLKB1	PON1	0.226280579665066	protein-protein	0.226280579665066
GC	HP	0.137675430746257	protein-protein	0.137675430746257
GC	BCHE	0.294914702897105	protein-protein	0.294914702897105
GC	PON1	0.363675000049068	protein-protein	0.363675000049068
GC	KLKB1	0.179540568792758	protein-protein	0.179540568792758
F7	KLKB1	0.26964449393155	protein-protein	0.26964449393155
SERPINA1	HP	0.197639243719068	protein-protein	0.197639243719068
APOA1	PON1	0.418759284424048	protein-protein	0.418759284424048
APOA1	KLKB1	0.296751767990389	protein-protein	0.296751767990389
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
PRG4	BCHE	0.244958332934713	protein-protein	0.244958332934713
SOD1	CST3	0.270672704894344	protein-protein	0.270672704894344
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
FN1	ITGB3	0.205627826155709	protein-protein	0.205627826155709
MRC1	CD163	0.543953288099167	protein-protein	0.543953288099167
PRG4	HP	-0.178795137819568	protein-protein	0.178795137819568
GC	HP	0.137675430746257	protein-protein	0.137675430746257
GC	PON1	0.363675000049068	protein-protein	0.363675000049068
GC	PRG4	0.188507069492651	protein-protein	0.188507069492651
SERPINA1	HP	0.197639243719068	protein-protein	0.197639243719068
SERPINA1	F7	-0.163224152096532	protein-protein	0.163224152096532
APOA1	SELENOP	0.254916092797145	protein-protein	0.254916092797145
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
MRC1	CAMP	0.204175016194817	protein-protein	0.204175016194817
CST3	CD163	0.11829531448291	protein-protein	0.11829531448291
PON1	HP	0.146631371960876	protein-protein	0.146631371960876
PON1	BCHE	0.405263910332922	protein-protein	0.405263910332922
KLKB1	HP	-0.148415729286057	protein-protein	0.148415729286057
KLKB1	BCHE	0.229390132103944	protein-protein	0.229390132103944
KLKB1	PON1	0.226280579665066	protein-protein	0.226280579665066
PRG4	HP	-0.178795137819568	protein-protein	0.178795137819568
PRG4	KLKB1	0.428229785294974	protein-protein	0.428229785294974
GC	HP	0.137675430746257	protein-protein	0.137675430746257
GC	PON1	0.363675000049068	protein-protein	0.363675000049068
GC	KLKB1	0.179540568792758	protein-protein	0.179540568792758
GC	PRG4	0.188507069492651	protein-protein	0.188507069492651
F7	KLKB1	0.26964449393155	protein-protein	0.26964449393155
SERPINA1	HP	0.197639243719068	protein-protein	0.197639243719068
SERPINA1	SELENOP	-0.154776620949268	protein-protein	0.154776620949268
APOA1	BCHE	0.471934992485318	protein-protein	0.471934992485318
APOA1	PON1	0.418759284424048	protein-protein	0.418759284424048
APOA1	KLKB1	0.296751767990389	protein-protein	0.296751767990389
APOA1	PRG4	0.234617251602937	protein-protein	0.234617251602937
APOA1	GC	0.186384879596237	protein-protein	0.186384879596237
SOD1	PON1	-0.459430655664589	protein-protein	0.459430655664589
SOD1	KLKB1	-0.203378523738266	protein-protein	0.203378523738266
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
SERPINA1	KLKB1	-0.525419054864969	protein-protein	0.525419054864969
APOA1	PON1	0.418759284424048	protein-protein	0.418759284424048
APOA1	GC	0.186384879596237	protein-protein	0.186384879596237
CA2	KLKB1	-0.176830797814103	protein-protein	0.176830797814103
SOD1	PON1	-0.459430655664589	protein-protein	0.459430655664589
PON1	HP	0.146631371960876	protein-protein	0.146631371960876
MRC1	ITGB3	0.271243832544296	protein-protein	0.271243832544296
PRG4	BCHE	0.244958332934713	protein-protein	0.244958332934713
SERPINA1	SELENOP	-0.154776620949268	protein-protein	0.154776620949268
SOD1	BCHE	-0.325945314897229	protein-protein	0.325945314897229
SOD1	S100A8	0.331245527934873	protein-protein	0.331245527934873
FN1	ITGB3	0.205627826155709	protein-protein	0.205627826155709
FN1	SOD1	0.208424973091527	protein-protein	0.208424973091527
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
FN1	ITGA2B	0.130274406816041	protein-protein	0.130274406816041
FN1	ITGB3	0.205627826155709	protein-protein	0.205627826155709
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
FN1	ITGA2B	0.130274406816041	protein-protein	0.130274406816041
FN1	ITGB3	0.205627826155709	protein-protein	0.205627826155709
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
S100A9	S100A8	0.898704897835259	protein-protein	0.898704897835259
ITGB3	ITGA2B	0.91750219913189	protein-protein	0.91750219913189
FN1	ITGA2B	0.130274406816041	protein-protein	0.130274406816041
FN1	ITGB3	0.205627826155709	protein-protein	0.205627826155709
